Name,Pig7
Score,0.36682
LockedUpRTP,
Rtp,0.9699999993860643
Win Ranges
0,0.1,1 in 1.410
0.1,1,1 in 4.406
1,2,1 in 29.835
2,3,1 in 953.099
3,5,1 in 537.320
5,10,1 in 208.503
10,20,1 in 101.031
20,50,1 in 117.818
50,100,1 in 317.538
100,200,1 in 1024.195
200,500,1 in 90308.719
500,1000,1 in 112415.348
1000,2000,1 in 141317.481
2000,3000,1 in 279214.150
3000,5001,1 in 222473.378
Distribution
0,199895486317,0.00
1,83380085991,0.60
2,50039995,5000.00
3,826877670,2.40
4,5627663516,3.90
5,171027218073,0.90
6,826877670,2.40
7,147668746550,1.00
8,199895486317,0.00
9,71825918310,0.20
10,83380085991,0.60
11,3346109183,3.20
12,199895486317,0.00
13,71825918310,0.20
14,199895486317,0.00
15,108192007022,0.40
16,199895486317,0.00
17,199895486317,0.00
18,83380085991,0.60
19,1120058063,4.00
20,71825918310,0.20
21,199895486317,0.00
22,83380085991,0.60
23,199895486317,0.00
24,1323291285,1.30
25,147668746550,1.00
26,14947198594,6.30
27,147668746550,1.00
28,199895486317,0.00
29,199895486317,0.00
30,224855489,1.20
31,199895486317,0.00
32,68959074402,0.30
33,883810019,3.00
34,1684463753,1.50
35,108192007022,0.40
36,199895486317,0.00
37,50529808375,8.20
38,16557409,2302.30
39,199895486317,0.00
40,199895486317,0.00
41,199895486317,0.00
42,71825918310,0.20
43,199895486317,0.00
44,70888266354,22.30
45,68959074402,0.30
46,178254303916,0.50
47,914605466,2.00
48,147668746550,1.00
49,171027218073,0.90
50,68959074402,0.30
51,199895486317,0.00
52,199895486317,0.00
53,68959074402,0.30
54,51179231,372.50
55,199895486317,0.00
56,1684463753,1.50
57,199895486317,0.00
58,6690453723,130.40
59,71825918310,0.20
60,8829223744,4.60
61,199895486317,0.00
62,199895486317,0.00
63,3797415633,1.90
64,199895486317,0.00
65,171027218073,0.90
66,199895486317,0.00
67,15534911770,14.00
68,7491691628,3.70
69,248583050100,0.80
70,199895486317,0.00
71,4416992349,151.50
72,15250054157,7.00
73,199895486317,0.00
74,102158330926,0.10
75,199895486317,0.00
76,68959074402,0.30
77,51453622505,18.00
78,199895486317,0.00
79,199895486317,0.00
80,199895486317,0.00
81,67691785,3773.50
82,71825918310,0.20
83,40842480,3631.80
84,199895486317,0.00
85,17254087,4166.20
86,24255602,551.90
87,521486860,1.10
88,2367998362,2.30
89,83380085991,0.60
90,199895486317,0.00
91,50468243,2569.00
92,171027218073,0.90
93,199895486317,0.00
94,199895486317,0.00
95,210399050902,0.70
96,883810019,3.00
97,199895486317,0.00
98,68959074402,0.30
99,71825918310,0.20
100,171027218073,0.90
101,108192007022,0.40
102,248583050100,0.80
103,77981220264,26.50
104,224855489,1.20
105,55370508,513.10
106,83380085991,0.60
107,255763340,6.00
108,255763340,6.00
109,224855489,1.20
110,68959074402,0.30
111,199895486317,0.00
112,914605466,2.00
113,199895486317,0.00
114,199895486317,0.00
115,224855489,1.20
116,199895486317,0.00
117,199895486317,0.00
118,199895486317,0.00
119,83380085991,0.60
120,199895486317,0.00
121,199895486317,0.00
122,199895486317,0.00
123,199895486317,0.00
124,6045293580,4.40
125,68959074402,0.30
126,914605466,2.00
127,199895486317,0.00
128,68959074402,0.30
129,61315709,407.70
130,32099859159,12.80
131,1684463753,1.50
132,68959074402,0.30
133,50146608946,116.90
134,199895486317,0.00
135,199895486317,0.00
136,199895486317,0.00
137,224855489,1.20
138,199895486317,0.00
139,55017662,891.50
140,18480442882,123.60
141,108192007022,0.40
142,199895486317,0.00
143,3346109183,3.20
144,20518959,1588.30
145,71825918310,0.20
146,48725039,844.70
147,3978080010,1.40
148,71825918310,0.20
149,210399050902,0.70
150,914605466,2.00
151,19867053,3182.90
152,199895486317,0.00
153,199895486317,0.00
154,914605466,2.00
155,71825918310,0.20
156,102158330926,0.10
157,199895486317,0.00
158,147668746550,1.00
159,199895486317,0.00
160,4643334413,2.60
161,199895486317,0.00
162,32752737,898.70
163,61660184,872.00
164,71825918310,0.20
165,68959074402,0.30
166,68959074402,0.30
167,199895486317,0.00
168,199895486317,0.00
169,199895486317,0.00
170,1120058063,4.00
171,1120058063,4.00
172,199895486317,0.00
173,147668746550,1.00
174,19302798381,30.80
175,2116823794,3.10
176,199895486317,0.00
177,199895486317,0.00
178,199895486317,0.00
179,248583050100,0.80
180,178254303916,0.50
181,199895486317,0.00
182,199895486317,0.00
183,68959074402,0.30
184,199895486317,0.00
185,199895486317,0.00
186,36400606390,6.90
187,199895486317,0.00
188,199895486317,0.00
189,199895486317,0.00
190,199895486317,0.00
191,199895486317,0.00
192,199895486317,0.00
193,199895486317,0.00
194,147668746550,1.00
195,68959074402,0.30
196,199895486317,0.00
197,199895486317,0.00
198,199895486317,0.00
199,199895486317,0.00
200,199895486317,0.00
201,199895486317,0.00
202,199895486317,0.00
203,199895486317,0.00
204,199895486317,0.00
205,6294609546,2.90
206,199895486317,0.00
207,86429233613,72.60
208,1896575258,9.00
209,58710799016,9.70
210,71825918310,0.20
211,199895486317,0.00
212,199895486317,0.00
213,1120058063,4.00
214,102158330926,0.10
215,199895486317,0.00
216,11042446909,4.50
217,102158330926,0.10
218,248583050100,0.80
219,35791942,605.00
220,68959074402,0.30
221,71825918310,0.20
222,199895486317,0.00
223,2748121013,5.00
224,20400583,4069.40
225,64755189,3727.40
226,68959074402,0.30
227,20062837,418.30
228,199895486317,0.00
229,248583050100,0.80
230,199895486317,0.00
231,49955805066,8.40
232,199895486317,0.00
233,199895486317,0.00
234,199895486317,0.00
235,171027218073,0.90
236,108192007022,0.40
237,199895486317,0.00
238,199895486317,0.00
239,36134863,2420.50
240,199895486317,0.00
241,199895486317,0.00
242,71825918310,0.20
243,199895486317,0.00
244,102158330926,0.10
245,199895486317,0.00
246,199895486317,0.00
247,210399050902,0.70
248,914605466,2.00
249,199895486317,0.00
250,68308466,397.20
251,199895486317,0.00
252,38792571387,10.10
253,199895486317,0.00
254,210399050902,0.70
255,224855489,1.20
256,108192007022,0.40
257,73549472,553.00
258,199895486317,0.00
259,2657732377,1.60
260,68959074402,0.30
261,72848099,753.80
262,199895486317,0.00
263,2367998362,2.30
264,45887413290,39.10
265,255763340,6.00
266,199895486317,0.00
267,199895486317,0.00
268,10398881145,11.00
269,199895486317,0.00
270,255763340,6.00
271,71825918310,0.20
272,102158330926,0.10
273,71825918310,0.20
274,199895486317,0.00
275,199895486317,0.00
276,199895486317,0.00
277,5189002424,3.60
278,199895486317,0.00
279,55544805778,23.70
280,199895486317,0.00
281,50039995,5000.00
282,28448240,819.70
283,68959074402,0.30
284,132066391809,52.50
285,147668746550,1.00
286,199895486317,0.00
287,38937629,641.70
288,914605466,2.00
289,71825918310,0.20
