0,0,0.0,0.0
1,basegame,0.6,0.0
2,freegame,1.0,5000
3,basegame,2.4,0.0
4,basegame,3.9,0.0
5,basegame,0.9,0.0
6,basegame,2.4,0.0
7,basegame,1.0,0.0
8,0,0.0,0.0
9,basegame,0.2,0.0
10,basegame,0.6,0.0
11,basegame,3.2,0.0
12,0,0.0,0.0
13,basegame,0.2,0.0
14,0,0.0,0.0
15,basegame,0.4,0.0
16,0,0.0,0.0
17,0,0.0,0.0
18,basegame,0.6,0.0
19,basegame,4.0,0.0
20,basegame,0.2,0.0
21,0,0.0,0.0
22,basegame,0.6,0.0
23,0,0.0,0.0
24,basegame,1.3,0.0
25,basegame,1.0,0.0
26,basegame,6.3,0.0
27,basegame,1.0,0.0
28,0,0.0,0.0
29,0,0.0,0.0
30,basegame,1.2,0.0
31,0,0.0,0.0
32,basegame,0.3,0.0
33,basegame,3.0,0.0
34,basegame,1.5,0.0
35,basegame,0.4,0.0
36,0,0.0,0.0
37,basegame,8.2,0.0
38,freegame,0.0,2302.3
39,0,0.0,0.0
40,0,0.0,0.0
41,0,0.0,0.0
42,basegame,0.2,0.0
43,0,0.0,0.0
44,basegame,22.3,0.0
45,basegame,0.3,0.0
46,basegame,0.5,0.0
47,basegame,2.0,0.0
48,basegame,1.0,0.0
49,basegame,0.9,0.0
50,basegame,0.3,0.0
51,0,0.0,0.0
52,0,0.0,0.0
53,basegame,0.3,0.0
54,freegame,0.0,372.5
55,0,0.0,0.0
56,basegame,1.5,0.0
57,0,0.0,0.0
58,freegame,0.0,130.4
59,basegame,0.2,0.0
60,basegame,4.6,0.0
61,0,0.0,0.0
62,0,0.0,0.0
63,basegame,1.9,0.0
64,0,0.0,0.0
65,basegame,0.9,0.0
66,0,0.0,0.0
67,basegame,14.0,0.0
68,basegame,3.7,0.0
69,basegame,0.8,0.0
70,0,0.0,0.0
71,freegame,0.9,150.6
72,basegame,7.0,0.0
73,0,0.0,0.0
74,basegame,0.1,0.0
75,0,0.0,0.0
76,basegame,0.3,0.0
77,basegame,18.0,0.0
78,0,0.0,0.0
79,0,0.0,0.0
80,0,0.0,0.0
81,freegame,0.0,3773.5
82,basegame,0.2,0.0
83,freegame,0.0,3631.8
84,0,0.0,0.0
85,freegame,0.0,4166.2
86,freegame,0.6,551.3
87,basegame,1.1,0.0
88,basegame,2.3,0.0
89,basegame,0.6,0.0
90,0,0.0,0.0
91,freegame,0.0,2569.0
92,basegame,0.9,0.0
93,0,0.0,0.0
94,0,0.0,0.0
95,basegame,0.7,0.0
96,basegame,3.0,0.0
97,0,0.0,0.0
98,basegame,0.3,0.0
99,basegame,0.2,0.0
100,basegame,0.9,0.0
101,basegame,0.4,0.0
102,basegame,0.8,0.0
103,basegame,26.5,0.0
104,basegame,1.2,0.0
105,freegame,0.0,513.1
106,basegame,0.6,0.0
107,basegame,6.0,0.0
108,basegame,6.0,0.0
109,basegame,1.2,0.0
110,basegame,0.3,0.0
111,0,0.0,0.0
112,basegame,2.0,0.0
113,0,0.0,0.0
114,0,0.0,0.0
115,basegame,1.2,0.0
116,0,0.0,0.0
117,0,0.0,0.0
118,0,0.0,0.0
119,basegame,0.6,0.0
120,0,0.0,0.0
121,0,0.0,0.0
122,0,0.0,0.0
123,0,0.0,0.0
124,basegame,4.4,0.0
125,basegame,0.3,0.0
126,basegame,2.0,0.0
127,0,0.0,0.0
128,basegame,0.3,0.0
129,freegame,0.0,407.7
130,basegame,12.8,0.0
131,basegame,1.5,0.0
132,basegame,0.3,0.0
133,freegame,1.0,115.9
134,0,0.0,0.0
135,0,0.0,0.0
136,0,0.0,0.0
137,basegame,1.2,0.0
138,0,0.0,0.0
139,freegame,0.6,890.9
140,freegame,0.0,123.6
141,basegame,0.4,0.0
142,0,0.0,0.0
143,basegame,3.2,0.0
144,freegame,0.0,1588.3
145,basegame,0.2,0.0
146,freegame,0.0,844.7
147,basegame,1.4,0.0
148,basegame,0.2,0.0
149,basegame,0.7,0.0
150,basegame,2.0,0.0
151,freegame,0.0,3182.9
152,0,0.0,0.0
153,0,0.0,0.0
154,basegame,2.0,0.0
155,basegame,0.2,0.0
156,basegame,0.1,0.0
157,0,0.0,0.0
158,basegame,1.0,0.0
159,0,0.0,0.0
160,basegame,2.6,0.0
161,0,0.0,0.0
162,freegame,0.0,898.7
163,freegame,0.2,871.8
164,basegame,0.2,0.0
165,basegame,0.3,0.0
166,basegame,0.3,0.0
167,0,0.0,0.0
168,0,0.0,0.0
169,0,0.0,0.0
170,basegame,4.0,0.0
171,basegame,4.0,0.0
172,0,0.0,0.0
173,basegame,1.0,0.0
174,basegame,30.8,0.0
175,basegame,3.1,0.0
176,0,0.0,0.0
