0,freegame,0.0,115.8
1,freegame,0.8,867.3
2,freegame,1.0,5000
3,freegame,0.0,231.8
4,freegame,0.0,512.6
5,freegame,0.0,3660.6
6,freegame,0.0,4744.8
7,freegame,0.0,718.5
8,freegame,0.0,337.4
9,freegame,0.2,2308.3
10,freegame,0.0,662.5
11,freegame,0.0,208.5
12,freegame,2.6,2471.6
13,freegame,0.0,696.4
14,freegame,0.0,5000
15,freegame,0.0,1254.9
16,freegame,0.0,768.1
17,freegame,0.0,259.7
18,freegame,0.0,85.1
19,freegame,0.1,4914.7
20,freegame,12.1,147.1
21,freegame,0.0,1536.3
22,freegame,0.0,4493.5
23,freegame,0.0,639.2
24,freegame,0.0,388.1
25,freegame,0.0,1667.0
26,freegame,0.0,1289.3
27,freegame,0.0,652.5
28,freegame,1.4,387.7
29,freegame,0.1,978.8
30,freegame,0.0,1398.9
31,freegame,0.0,531.5
32,freegame,0.0,872.4
33,freegame,0.0,1383.5
34,freegame,1.4,182.7
35,freegame,0.3,1878.2
36,freegame,0.0,516.6
37,freegame,0.6,3043.8
38,freegame,0.0,2302.3
39,freegame,0.0,133.4
40,freegame,0.0,2652.7
41,freegame,0.0,2347.4
42,freegame,0.0,302.5
43,freegame,1.0,11.9
44,freegame,0.0,289.7
45,freegame,1.1,5000
46,freegame,0.0,120.7
47,freegame,0.4,42.4
48,freegame,0.2,3065.1
49,freegame,0.4,936.6
50,freegame,2.7,1118.6
51,freegame,0.0,1140.3
52,freegame,0.0,169.8
53,freegame,0.0,1640.7
54,freegame,0.0,372.5
55,freegame,0.0,4144.6
56,freegame,0.0,147.7
57,freegame,0.0,363.7
58,freegame,0.0,130.4
59,freegame,0.0,844.8
60,freegame,0.0,604.7
61,freegame,0.0,492.3
62,freegame,0.0,1415.8
63,freegame,0.0,2406.6
64,freegame,0.9,341.2
65,freegame,0.0,350.4
66,freegame,0.0,22.0
67,freegame,0.0,79.6
68,freegame,0.0,302.3
69,freegame,0.0,230.1
70,freegame,0.0,3268.9
71,freegame,0.9,150.6
72,freegame,0.0,1686.0
73,freegame,0.0,1855.4
74,freegame,0.0,259.4
75,freegame,0.0,236.7
76,freegame,0.0,1251.8
77,freegame,0.4,658.0
78,freegame,0.2,920.8
79,freegame,0.0,1479.1
80,freegame,0.0,396.2
81,freegame,0.0,3773.5
82,freegame,0.0,96.7
83,freegame,0.0,3631.8
84,freegame,1.3,1930.5
85,freegame,0.0,4166.2
86,freegame,0.6,551.3
87,freegame,0.1,2811.2
88,freegame,0.0,85.4
89,freegame,0.0,789.0
90,freegame,0.0,141.7
91,freegame,0.0,2569.0
92,freegame,0.0,5000
93,freegame,1.8,494.1
94,freegame,0.0,2978.3
95,freegame,0.0,410.4
96,freegame,0.5,846.9
97,freegame,0.0,1223.5
98,freegame,0.2,3697.1
99,freegame,0.0,1035.0
100,freegame,0.0,13.5
101,freegame,0.0,489.2
102,freegame,0.1,5000
103,freegame,0.0,5000
104,freegame,0.0,998.4
105,freegame,0.0,513.1
106,freegame,0.1,466.5
107,freegame,0.0,2911.1
108,freegame,0.0,836.7
109,freegame,0.0,4148.4
110,freegame,0.0,1555.0
111,freegame,0.0,122.2
112,freegame,0.0,5000
113,freegame,0.0,975.2
114,freegame,0.0,2070.1
115,freegame,0.0,662.2
116,freegame,0.0,51.3
117,freegame,0.3,441.9
118,freegame,0.0,1120.3
119,freegame,0.0,306.1
120,freegame,0.0,415.6
121,freegame,0.0,988.6
122,freegame,0.0,2267.7
123,freegame,0.0,152.1
124,freegame,0.0,3148.4
125,freegame,0.0,1052.8
126,freegame,0.2,1723.3
127,freegame,0.2,1867.8
128,freegame,0.0,530.7
129,freegame,0.0,407.7
130,freegame,0.1,417.1
131,freegame,0.0,1254.9
132,freegame,0.7,2592.9
133,freegame,1.0,115.9
134,freegame,0.0,3105.8
135,freegame,0.0,888.0
136,freegame,0.0,1319.9
137,freegame,0.0,747.0
138,freegame,0.0,174.8
139,freegame,0.6,890.9
140,freegame,0.0,123.6
141,freegame,0.0,728.5
142,freegame,0.0,1233.8
143,freegame,0.0,968.6
144,freegame,0.0,1588.3
145,freegame,0.0,1678.9
146,freegame,0.0,844.7
147,freegame,0.0,1648.9
148,freegame,0.1,1832.2
149,freegame,0.0,1799.0
150,freegame,1.4,1576.1
151,freegame,0.0,3182.9
152,freegame,0.0,1536.7
153,freegame,2.4,365.9
154,freegame,0.0,54.2
155,freegame,0.3,772.3
156,freegame,0.6,774.1
157,freegame,0.0,881.6
158,freegame,0.0,320.9
159,freegame,0.0,1629.4
160,freegame,0.0,274.7
161,freegame,0.0,1899.2
162,freegame,0.0,898.7
163,freegame,0.2,871.8
164,freegame,0.0,271.7
165,freegame,0.3,403.4
166,freegame,0.0,140.3
167,freegame,0.0,431.4
168,freegame,0.8,164.5
169,freegame,0.0,1118.5
170,freegame,1.4,5000
171,freegame,0.0,1255.0
172,freegame,0.0,155.7
173,freegame,0.0,1147.8
174,freegame,2.0,486.4
175,freegame,0.0,22.4
176,freegame,0.0,60.8
177,freegame,0.3,2691.7
178,freegame,0.0,4431.6
179,freegame,0.0,1998.2
180,freegame,1.7,132.6
181,freegame,0.7,2192.3
182,freegame,0.6,2580.7
183,freegame,0.3,1097.4
184,freegame,0.0,654.8
185,freegame,0.0,1512.5
186,freegame,3.0,855.7
187,freegame,0.1,952.8
188,freegame,0.0,335.4
189,freegame,0.8,1971.4
190,freegame,0.9,608.2
191,freegame,16.0,313.8
192,freegame,0.0,682.7
193,freegame,0.0,1984.0
194,freegame,0.0,511.4
195,freegame,4.0,140.9
196,freegame,0.6,612.5
197,freegame,0.0,255.6
198,freegame,0.0,1072.8
199,freegame,0.0,291.5
200,freegame,0.0,153.4
201,freegame,0.6,3627.9
202,freegame,1.2,103.4
203,freegame,0.0,18.5
204,freegame,0.0,1064.5
205,freegame,0.0,380.5
206,freegame,0.1,262.2
207,freegame,0.0,72.6
208,freegame,0.0,45.2
209,freegame,0.0,814.1
210,freegame,0.0,1349.5
211,freegame,0.0,4531.4
212,freegame,3.0,265.4
213,freegame,0.1,914.4
214,freegame,0.0,1021.3
215,freegame,0.0,2467.1
216,freegame,0.2,5000
217,freegame,0.0,15.7
218,freegame,0.6,175.0
219,freegame,0.0,605.0
220,freegame,0.0,5000
221,freegame,0.0,816.7
222,freegame,0.4,71.6
223,freegame,0.0,1162.1
224,freegame,0.0,4069.4
225,freegame,0.0,3727.4
226,freegame,0.0,626.9
227,freegame,0.0,418.3
228,freegame,5.6,2799.2
229,freegame,0.0,611.9
230,freegame,0.0,492.7
231,freegame,0.0,279.6
232,freegame,0.0,2899.8
233,freegame,0.0,1346.2
234,freegame,0.0,399.8
235,freegame,1.2,4941.5
236,freegame,0.0,661.6
237,freegame,0.2,453.7
238,freegame,0.0,1270.2
239,freegame,0.0,2420.5
240,freegame,0.0,864.7
241,freegame,0.3,3239.0
242,freegame,0.0,3516.5
243,freegame,0.0,3076.2
244,freegame,0.0,1428.7
245,freegame,0.0,1056.8
246,freegame,0.4,652.4
247,freegame,0.0,1310.2
248,freegame,0.5,49.4
249,freegame,1.8,335.3
250,freegame,0.0,397.2
251,freegame,0.0,1465.4
252,freegame,0.0,1588.7
253,freegame,0.0,437.0
254,freegame,0.1,580.7
255,freegame,0.0,605.7
256,freegame,0.0,473.6
257,freegame,0.0,553.0
258,freegame,0.0,281.4
259,freegame,0.0,1543.9
260,freegame,0.0,253.6
261,freegame,0.4,753.4
262,freegame,0.6,706.1
263,freegame,0.0,948.5
264,freegame,3.7,3092.9
265,freegame,0.0,2408.8
266,freegame,0.5,290.5
267,freegame,0.1,5000
268,freegame,0.0,105.3
269,freegame,1.2,904.8
270,freegame,20.0,835.9
271,freegame,0.3,1646.0
272,freegame,0.0,839.3
273,freegame,0.0,1712.7
274,freegame,0.0,899.0
275,freegame,0.0,130.9
276,freegame,1.5,52.9
277,freegame,1.4,142.6
278,freegame,0.4,2417.3
279,freegame,12.2,472.7
280,freegame,0.6,1302.1
281,freegame,0.2,5000
282,freegame,0.0,819.7
283,freegame,0.4,4754.2
284,freegame,0.2,1525.9
285,freegame,0.0,300.5
286,freegame,0.0,510.8
287,freegame,0.0,641.7
288,freegame,0.0,329.5
289,freegame,0.0,664.8
290,freegame,0.0,859.8
291,freegame,0.0,765.8
292,freegame,0.0,1118.6
293,freegame,0.0,39.5
294,freegame,0.0,1761.7
295,freegame,0.0,310.7
296,freegame,0.1,272.9
297,freegame,0.1,629.1
298,freegame,0.0,485.5
299,freegame,0.0,2018.8
300,freegame,0.0,664.0
301,freegame,0.0,2070.9
302,freegame,0.0,1134.5
303,freegame,0.4,33.1
304,freegame,1.4,1363.6
305,freegame,0.6,267.4
306,freegame,0.0,677.6
307,freegame,0.0,1422.8
308,freegame,0.3,721.6
309,freegame,0.0,128.4
310,freegame,0.0,563.5
311,freegame,0.2,2662.8
312,freegame,0.1,2043.6
313,freegame,0.0,41.4
314,freegame,0.0,329.6
315,freegame,0.0,405.4
316,freegame,0.0,44.8
317,freegame,0.0,1005.8
318,freegame,0.0,265.8
319,freegame,0.3,224.8
320,freegame,0.2,135.9
321,freegame,0.6,199.1
322,freegame,0.0,1303.8
323,freegame,0.0,361.2
324,freegame,0.0,930.1
325,freegame,0.0,41.6
326,freegame,0.0,3833.8
327,freegame,0.0,152.7
328,freegame,0.0,1050.7
329,freegame,0.1,701.6
330,freegame,0.1,1391.6
331,freegame,0.0,439.0
332,freegame,0.0,210.5
333,freegame,0.0,4366.4
334,freegame,5.3,801.8
335,freegame,0.4,998.1
336,freegame,0.0,1441.1
337,freegame,0.5,784.9
338,freegame,0.0,1574.6
339,freegame,0.0,5000
340,freegame,0.0,35.8
341,freegame,10.9,5000
342,freegame,0.0,1290.2
343,freegame,0.2,454.7
344,freegame,0.0,4158.5
345,freegame,0.0,305.6
346,freegame,0.0,75.9
347,freegame,0.1,2107.6
348,freegame,0.6,17.5
349,freegame,0.0,523.5
350,freegame,0.0,655.9
351,freegame,0.0,345.8
352,freegame,0.0,79.0
353,freegame,0.0,369.7
354,freegame,0.0,399.1
355,freegame,0.0,35.3
356,freegame,0.0,1234.8
357,freegame,0.1,1008.3
358,freegame,0.0,198.7
359,freegame,0.6,494.1
360,freegame,0.4,1232.8
361,freegame,1.4,52.2
